user_id,concept_id,hours_since_last_review,review_count,average_correctness,retention_score
122,36,178.825,10,0.6406,0.2261
200,106,573.213,1,0.3107,0.0206
853,29,712.409,7,0.6931,0.0
963,138,151.819,18,0.9699,0.6693
755,124,698.476,14,0.5704,0.0304
104,69,193.534,6,0.5436,0.0212
820,18,297.512,20,0.5001,0.1019
692,104,653.916,3,0.7028,0.0
527,165,692.526,9,0.9332,0.0494
144,79,408.424,10,0.7121,0.0405
997,162,684.09,4,0.8278,0.0338
443,58,606.621,4,0.5577,0.0101
45,17,623.872,13,0.5592,0.0481
210,130,625.205,1,0.4659,0.0
402,178,278.406,9,0.3678,0.0
63,177,22.564,15,0.8849,0.8078
324,192,118.967,12,0.8088,0.5219
469,22,54.08,8,0.392,0.1929
949,9,174.906,20,0.6765,0.3899
87,114,40.284,10,0.7376,0.6217
577,191,199.759,10,0.9055,0.3307
916,200,424.257,13,0.3986,0.0197
807,56,101.993,7,0.3792,0.074
925,76,227.677,8,0.4803,0.081
171,133,161.766,20,0.4671,0.2508
802,183,68.926,5,0.403,0.0847
979,35,486.953,14,0.9141,0.23
327,196,643.032,16,0.9954,0.1897
499,164,515.657,7,0.7585,0.0278
531,14,492.792,7,0.83,0.0342
494,169,707.782,7,0.6672,0.0439
290,129,526.652,9,0.7372,0.0
971,196,34.39,13,0.8955,0.8052
957,42,157.528,16,0.9201,0.6459
381,199,459.154,8,0.5283,0.0
806,10,460.292,10,0.8582,0.0675
398,16,599.555,16,0.3112,0.008
795,90,114.782,1,0.3852,0.0315
585,132,706.485,4,0.5053,0.0085
471,34,371.971,3,0.6452,0.0
129,55,662.737,4,0.4627,0.0
655,78,381.362,18,0.9095,0.3355
322,26,134.985,5,0.6793,0.1181
217,36,253.058,20,0.5894,0.207
194,30,159.629,18,0.8558,0.6088
982,191,190.61,8,0.7939,0.2318
104,188,641.112,2,0.8277,0.0
799,126,272.035,5,0.5266,0.0352
867,137,131.932,13,0.5196,0.1719
32,28,262.788,10,0.51,0.0273
590,11,444.617,18,0.8533,0.263
578,76,145.038,8,0.5673,0.1486
359,197,37.181,4,0.386,0.1557
667,96,627.99,14,0.6511,0.0141
409,162,172.619,19,0.4475,0.1812
440,74,674.213,12,0.7039,0.0204
432,62,34.42,15,0.6675,0.5579
801,163,468.778,12,0.49,0.0
634,95,479.142,5,0.9481,0.0531
380,147,112.762,12,0.6082,0.2932
927,146,479.134,20,0.6725,0.1459
803,146,279.405,20,0.7999,0.3621
933,136,275.183,17,0.7464,0.287
731,162,631.847,11,0.328,0.0
392,93,685.762,2,0.6451,0.0
773,61,122.897,9,0.9316,0.4967
330,103,492.709,17,0.9223,0.2406
271,65,111.814,19,0.3904,0.2149
452,9,25.683,12,0.5083,0.4788
970,73,108.087,1,0.4926,0.0055
568,101,457.135,18,0.9412,0.293
384,105,523.172,17,0.9778,0.2042
462,69,365.313,12,0.6071,0.0425
292,146,685.223,9,0.7868,0.0579
659,58,550.322,16,0.4169,0.0313
351,130,116.784,7,0.7619,0.3137
555,54,150.111,17,0.3336,0.1243
370,198,429.381,7,0.3548,0.0
321,130,240.31,16,0.5756,0.2026
971,112,1.143,14,0.8998,0.8904
346,86,17.98,2,0.309,0.1197
71,152,294.127,1,0.5314,0.0
379,86,377.241,14,0.7441,0.1442
533,161,470.563,10,0.5146,0.0189
95,32,549.579,18,0.305,0.0
306,165,697.522,16,0.6716,0.0595
167,193,604.064,19,0.3862,0.0129
501,49,256.599,4,0.5207,0.0275
724,45,385.212,16,0.9295,0.2922
969,191,155.854,9,0.7154,0.2998
390,82,697.518,7,0.8123,0.0147
864,140,385.751,8,0.4111,0.0037
215,39,180.138,18,0.8236,0.5213
781,86,521.449,11,0.4184,0.0211
563,141,351.537,1,0.9136,0.0162
759,179,717.644,10,0.7829,0.0284
756,88,54.254,16,0.7695,0.6582
533,16,241.872,16,0.4541,0.1073
258,83,678.162,10,0.6022,0.0202
527,129,332.333,16,0.3278,0.0099
827,176,224.836,18,0.5422,0.1879
971,167,435.706,2,0.3159,0.0
928,152,478.603,11,0.3041,0.0
182,34,67.275,18,0.4266,0.2653
598,104,187.129,9,0.7739,0.2444
105,116,222.808,20,0.4634,0.1299
669,94,177.361,17,0.9302,0.573
993,185,275.98,4,0.687,0.0313
53,192,241.323,7,0.6142,0.0511
657,43,526.758,8,0.5965,0.0
946,192,431.433,10,0.6141,0.0286
848,170,309.305,14,0.447,0.0
393,141,144.403,17,0.5929,0.3289
104,77,303.15,12,0.3097,0.0277
924,153,130.358,1,0.5907,0.0234
922,118,685.569,18,0.5673,0.0222
579,180,125.53,7,0.3299,0.0708
979,143,618.318,8,0.7259,0.0146
5,193,443.41,17,0.8502,0.2612
617,84,583.883,17,0.4337,0.0077
39,17,639.82,18,0.6227,0.0938
936,99,578.967,19,0.9393,0.2305
681,200,424.498,4,0.9297,0.0169
914,132,192.602,4,0.4818,0.008
563,141,475.374,9,0.4542,0.0
84,126,3.985,20,0.4534,0.4837
27,119,272.087,7,0.7123,0.0648
336,13,617.805,7,0.8877,0.0
744,83,418.196,20,0.4705,0.0529
152,18,188.019,20,0.7499,0.4646
853,68,642.424,12,0.797,0.089
240,144,11.486,12,0.394,0.3336
497,161,635.765,8,0.3625,0.0112
204,45,546.927,17,0.362,0.0
466,131,105.818,18,0.6154,0.3546
453,46,45.76,6,0.4797,0.265
6,41,684.914,15,0.5497,0.0
568,192,48.73,11,0.9828,0.8317
787,122,701.121,15,0.5267,0.0268
937,40,303.143,9,0.5302,0.0265
331,29,254.846,13,0.8181,0.3107
881,10,468.207,13,0.959,0.2218
879,100,357.406,9,0.7516,0.0405
989,21,281.139,5,0.8386,0.0591
374,117,461.096,2,0.4596,0.0121
851,87,252.373,20,0.4312,0.122
566,128,25.217,13,0.9983,0.9602
59,42,593.828,9,0.9759,0.0638
271,30,370.783,9,0.5409,0.0783
673,21,494.569,9,0.8629,0.0975
161,20,414.338,10,0.4975,0.0615
435,15,442.411,9,0.3378,0.0198
775,52,158.027,19,0.7858,0.5348
150,161,672.988,10,0.6769,0.0047
497,122,322.636,15,0.3368,0.0765
215,51,662.51,10,0.5964,0.0
537,187,581.078,16,0.7101,0.1301
241,153,518.599,1,0.5763,0.0
966,156,331.555,16,0.3305,0.0
77,180,16.792,5,0.9557,0.8413
964,150,227.295,9,0.9496,0.3119
792,192,478.865,13,0.9207,0.1903
856,67,238.405,12,0.7882,0.3253
852,172,71.822,2,0.9334,0.1594
188,23,373.027,11,0.8989,0.226
932,61,111.648,3,0.6811,0.0893
595,179,220.826,5,0.6584,0.0622
963,27,361.626,10,0.7324,0.0494
879,101,84.163,13,0.4985,0.3036
580,69,81.464,11,0.3832,0.1997
375,21,151.659,8,0.9504,0.4652
118,48,426.304,2,0.6441,0.0
102,107,671.936,2,0.36,0.0
390,127,172.487,9,0.9619,0.4894
811,136,518.413,20,0.8659,0.1974
506,27,136.758,17,0.7525,0.512
482,64,457.753,9,0.9938,0.126
245,21,99.589,5,0.8747,0.3233
565,2,608.752,7,0.3557,0.0
639,79,534.735,10,0.8042,0.1153
983,125,490.283,13,0.3837,0.0296
730,75,11.049,12,0.8422,0.8023
608,9,602.297,10,0.4889,0.0
911,44,109.037,13,0.5441,0.3103
425,87,384.345,20,0.8825,0.3498
935,72,559.308,9,0.392,0.0
370,165,454.987,2,0.9606,0.0
128,120,589.788,18,0.3888,0.0239
418,200,510.519,17,0.3177,0.003
129,36,544.497,12,0.3179,0.047
119,75,215.464,1,0.8669,0.0217
882,18,273.267,18,0.6358,0.2289
795,5,361.295,4,0.6556,0.0233
222,185,422.243,20,0.8842,0.3204
838,99,498.157,4,0.6592,0.0
69,132,400.236,1,0.9699,0.0011
285,56,511.674,7,0.3028,0.0
707,11,108.965,10,0.4138,0.1673
304,179,284.448,18,0.8517,0.4208
731,132,657.623,1,0.9408,0.0
875,143,156.601,5,0.7943,0.197
67,107,103.864,14,0.5087,0.2905
24,81,536.389,11,0.8884,0.038
941,85,140.392,18,0.454,0.228
521,153,329.75,10,0.6071,0.0793
507,46,512.663,13,0.849,0.1056
464,69,349.35,5,0.583,0.0644
434,62,649.137,8,0.8774,0.0
691,105,632.328,10,0.7224,0.0331
580,194,362.373,13,0.9031,0.2325
164,185,691.831,17,0.4644,0.0
627,109,210.431,7,0.7449,0.1416
669,41,168.785,14,0.7636,0.3753
114,189,482.741,5,0.5902,0.0
377,63,412.617,8,0.6029,0.0005
791,72,181.171,2,0.9421,0.0
619,178,267.529,6,0.4551,0.0
137,53,168.163,16,0.367,0.1635
41,93,171.005,11,0.6612,0.2339
582,184,264.967,19,0.9162,0.4844
462,64,665.476,5,0.9836,0.0059
962,125,601.209,9,0.9285,0.0901
523,8,369.185,4,0.8399,0.0197
932,200,344.255,6,0.3761,0.0
215,84,23.149,1,0.7348,0.155
448,135,333.122,5,0.7557,0.0
140,101,449.307,1,0.6464,0.0031
575,87,560.696,14,0.8895,0.1067
189,82,256.627,20,0.9878,0.6081
493,4,662.0,1,0.9807,0.0
345,56,605.019,8,0.3143,0.0337
186,77,59.667,18,0.3251,0.2028
97,74,650.171,1,0.3373,0.0
513,55,160.826,15,0.5187,0.1948
948,129,664.827,12,0.8219,0.0621
199,166,454.274,17,0.7023,0.1757
405,179,296.877,10,0.6402,0.1039
225,195,314.527,2,0.8143,0.0
809,130,405.426,12,0.4797,0.0276
415,83,607.667,20,0.994,0.2737
975,130,602.666,11,0.4732,0.0
246,27,299.023,2,0.5605,0.001
81,164,611.375,3,0.8965,0.0222
583,107,340.071,10,0.8517,0.2021
652,34,300.928,15,0.4068,0.0726
991,86,175.521,5,0.3433,0.0
872,61,596.196,8,0.7579,0.0
885,70,446.636,20,0.7869,0.2647
635,11,310.689,20,0.9248,0.4308
360,4,477.08,18,0.321,0.0254
430,70,619.998,12,0.9081,0.0727
134,61,142.834,18,0.5362,0.2878
432,200,282.862,10,0.5533,0.0378
365,53,274.126,20,0.7513,0.36
36,66,55.198,8,0.902,0.6452
205,184,240.862,19,0.5893,0.2848
535,172,548.61,11,0.3047,0.0
370,12,182.778,19,0.7536,0.5016
994,18,583.953,10,0.6875,0.0326
479,19,687.805,18,0.98,0.1882
959,92,161.647,11,0.6696,0.2511
661,115,295.255,17,0.7413,0.2746
41,71,94.995,20,0.9116,0.7227
204,3,498.498,2,0.489,0.0001
706,41,347.443,9,0.31,0.0
546,123,424.078,1,0.8244,0.0393
302,75,560.77,6,0.7781,0.0235
523,25,558.961,1,0.9166,0.0249
903,131,371.744,9,0.4631,0.0409
389,123,635.33,7,0.6009,0.0
46,99,671.025,2,0.334,0.0
311,189,454.298,8,0.7989,0.0513
936,169,28.133,10,0.4336,0.3313
762,8,558.807,1,0.6878,0.0
838,181,642.234,19,0.6533,0.1349
912,10,401.001,7,0.5861,0.025
118,97,504.407,5,0.3341,0.0
283,181,256.674,2,0.7242,0.0076
60,197,361.764,2,0.6581,0.0117
5,5,574.738,14,0.4696,0.0
835,15,630.754,1,0.7635,0.0198
937,49,83.398,2,0.9803,0.1382
156,56,12.865,13,0.9515,0.891
723,56,269.299,7,0.922,0.1545
535,84,281.765,16,0.8262,0.3296
70,64,556.911,14,0.8605,0.1283
916,117,6.686,14,0.7991,0.7608
872,171,550.2,2,0.5867,0.01
568,110,386.387,13,0.4318,0.0329
708,67,502.585,19,0.83,0.1395
398,114,366.912,17,0.7314,0.2473
793,125,569.427,19,0.8653,0.2168
446,180,314.971,18,0.9675,0.451
990,190,249.332,19,0.5755,0.2018
64,56,458.475,7,0.9327,0.0674
173,184,320.278,6,0.3483,0.0
969,164,218.815,12,0.4789,0.0872
289,26,657.797,4,0.6271,0.0
311,112,520.895,14,0.9576,0.1801
792,31,142.153,20,0.9809,0.7187
190,99,533.006,7,0.6577,0.0
514,9,182.1,7,0.708,0.1637
287,60,310.801,13,0.6146,0.101
198,118,156.935,13,0.925,0.5332
965,61,82.018,14,0.8975,0.6715
200,3,287.626,9,0.4772,0.0288
95,78,399.881,1,0.3471,0.0
674,109,217.877,5,0.3512,0.0
868,153,54.465,2,0.9305,0.2783
128,28,180.114,4,0.8094,0.1017
708,96,177.25,15,0.4204,0.138
541,40,425.546,3,0.7918,0.027
831,31,203.506,2,0.5865,0.0312
127,25,384.552,5,0.7089,0.0
976,152,338.909,11,0.719,0.1611
620,184,192.144,1,0.7773,0.0
843,133,533.806,1,0.4981,0.0
362,76,480.832,18,0.9475,0.2982
944,190,489.956,17,0.9146,0.2601
627,100,312.462,5,0.3086,0.0492
127,106,228.291,12,0.7805,0.3041
923,127,425.538,16,0.6781,0.1644
796,131,690.565,5,0.6551,0.0316
301,99,312.734,11,0.3788,0.0022
546,96,479.171,18,0.6767,0.1447
389,64,318.771,2,0.8159,0.0
544,137,671.507,3,0.3102,0.0027
966,135,190.964,17,0.5967,0.274
899,88,330.319,19,0.7347,0.2827
216,143,355.683,14,0.404,0.0703
972,28,524.762,20,0.9919,0.3631
438,84,519.482,15,0.7817,0.1237
705,198,532.528,14,0.779,0.093
765,147,527.851,1,0.6161,0.0305
483,145,338.491,17,0.3593,0.0417
457,173,112.429,7,0.9317,0.4876
457,122,626.78,17,0.3395,0.0
863,133,234.217,1,0.8448,0.0009
387,97,79.874,10,0.4182,0.2209
280,166,93.159,13,0.803,0.5234
362,143,356.479,3,0.6422,0.0
195,105,306.959,8,0.6176,0.0106
392,26,477.907,2,0.9993,0.0033
115,162,440.737,10,0.9982,0.1416
90,66,77.783,3,0.3382,0.0239
724,72,214.011,5,0.9276,0.1599
78,25,645.355,11,0.3039,0.0
569,44,552.128,10,0.7206,0.0429
780,26,626.854,1,0.8742,0.0022
725,20,16.32,17,0.5252,0.4364
447,5,656.748,10,0.7913,0.0009
194,59,620.046,6,0.7236,0.015
931,152,325.913,6,0.6215,0.0314
836,173,485.147,3,0.8957,0.0
613,46,196.199,18,0.7784,0.431
87,85,474.354,16,0.8568,0.1489
36,167,575.216,2,0.3533,0.0
316,142,348.418,18,0.4451,0.0877
158,181,20.843,14,0.7199,0.6212
861,85,300.061,14,0.8772,0.2917
206,34,522.123,2,0.8398,0.0
283,29,506.853,6,0.6277,0.0068
976,142,350.395,11,0.8745,0.2109
819,6,709.718,14,0.9205,0.1342
219,93,84.715,7,0.715,0.3153
384,71,114.388,17,0.4047,0.2014
516,184,186.367,11,0.7241,0.2981
665,200,578.651,17,0.5196,0.0412
937,97,549.348,2,0.5505,0.0
872,117,556.502,6,0.9255,0.0096
978,76,633.389,11,0.9897,0.1129
41,156,319.174,16,0.7968,0.2812
237,59,229.713,11,0.5194,0.1143
564,149,432.475,6,0.4959,0.0247
50,181,295.403,17,0.3295,0.0015
356,35,377.403,1,0.3418,0.0
154,46,101.386,2,0.3523,0.0
933,76,285.697,8,0.7735,0.1103
64,166,340.56,3,0.4333,0.0
149,129,63.413,7,0.3573,0.1465
196,39,716.039,20,0.9934,0.202
149,74,27.687,9,0.7998,0.7184
569,129,662.091,10,0.7217,0.0512
365,193,58.203,8,0.6831,0.4607
913,91,618.765,15,0.9702,0.2076
261,15,394.96,8,0.7307,0.0392
538,21,141.763,6,0.3253,0.0
661,6,166.941,1,0.7126,0.0
626,26,253.482,13,0.6015,0.1606
797,83,571.799,16,0.9994,0.2156
202,57,106.372,9,0.6397,0.278
508,61,174.786,7,0.8481,0.2689
801,154,498.882,17,0.8729,0.2117
864,96,442.267,19,0.3363,0.0
618,146,303.283,9,0.9745,0.201
652,109,44.056,5,0.6637,0.4067
865,42,402.34,14,0.8807,0.1901
625,190,165.425,13,0.7487,0.3356
949,96,440.906,7,0.6157,0.0376
128,168,198.014,17,0.4917,0.2022
348,20,705.848,5,0.4316,0.0367
113,170,425.432,1,0.7985,0.0207
91,144,411.554,5,0.3543,0.0151
472,50,602.555,15,0.4704,0.0197
226,159,715.082,12,0.6678,0.0229
408,149,561.114,14,0.4538,0.0385
438,179,427.808,10,0.6849,0.029
621,42,621.806,3,0.5528,0.0
946,178,130.88,15,0.4885,0.2051
850,153,550.363,14,0.8011,0.1092
379,68,489.687,17,0.4698,0.0536
326,71,405.759,3,0.438,0.0121
771,51,624.131,1,0.4188,0.0
124,96,511.098,7,0.4419,0.0286
541,180,516.19,16,0.3088,0.0
424,168,655.059,3,0.8008,0.0
183,30,503.727,18,0.6958,0.1546
617,27,184.278,19,0.3334,0.1008
321,12,132.618,15,0.6378,0.3523
186,123,369.745,20,0.8845,0.4331
654,63,169.519,14,0.6355,0.2954
175,153,503.888,2,0.9999,0.001
673,153,606.83,19,0.3717,0.0041
163,40,210.462,16,0.7297,0.3348
435,139,657.745,18,0.6685,0.0702
808,153,537.897,3,0.71,0.0
229,198,711.467,8,0.6627,0.0
768,145,143.468,4,0.6937,0.0704
722,72,332.583,13,0.9368,0.3177
903,200,461.202,13,0.5551,0.0642
169,56,549.419,11,0.762,0.0054
716,162,656.636,4,0.4554,0.0073
937,76,641.769,3,0.5487,0.0
764,188,170.39,20,0.6763,0.464
188,157,304.468,5,0.7961,0.0267
823,120,517.32,20,0.9394,0.2699
108,43,95.7,11,0.7926,0.521
589,38,690.763,1,0.7825,0.0185
498,190,537.933,10,0.5994,0.0087
532,161,596.852,18,0.4658,0.0352
520,103,653.406,12,0.797,0.0746
32,176,128.536,19,0.5616,0.3724
509,157,304.223,16,0.9123,0.3967
937,78,469.376,18,0.9032,0.2551
437,166,592.261,17,0.3549,0.0
277,160,531.494,14,0.3269,0.0
995,96,87.942,6,0.6225,0.2578
99,4,465.061,13,0.457,0.0314
487,149,212.072,6,0.4676,0.0
513,68,292.975,13,0.5875,0.0697
478,73,715.848,13,0.847,0.0
922,143,113.502,16,0.4157,0.2158
422,163,75.602,8,0.9664,0.6342
974,18,294.879,6,0.7242,0.0337
67,165,622.24,20,0.8358,0.1759
734,59,117.209,7,0.4107,0.0644
593,114,58.026,13,0.405,0.2421
241,174,301.862,18,0.5214,0.1722
228,44,455.438,6,0.9264,0.0508
720,45,111.801,8,0.8858,0.4826
638,195,579.402,3,0.4862,0.0387
612,75,609.136,4,0.5914,0.0278
51,190,376.508,15,0.6499,0.1049
598,72,22.419,3,0.5272,0.3068
982,124,371.836,7,0.9651,0.0517
18,103,154.604,3,0.7756,0.0293
470,197,321.467,4,0.6019,0.0267
495,111,547.131,17,0.3055,0.0
897,101,39.654,6,0.3405,0.1628
283,94,0.609,10,0.6836,0.722
476,76,96.517,14,0.8289,0.5845
718,89,33.143,19,0.7316,0.6557
61,93,187.872,14,0.868,0.4487
802,153,291.371,9,0.8418,0.1599
823,10,561.5,3,0.8624,0.0
720,101,22.32,9,0.7264,0.6271
649,110,253.037,14,0.9038,0.4017
748,151,669.235,1,0.5361,0.0
782,134,415.206,13,0.4077,0.0088
904,87,595.356,1,0.8604,0.0019
429,22,348.388,17,0.5087,0.0666
457,75,70.464,20,0.461,0.3303
638,52,135.003,2,0.6896,0.0284
194,41,545.94,19,0.6931,0.094
857,145,622.225,6,0.3527,0.0125
771,96,336.896,2,0.737,0.0178
632,159,354.823,17,0.4595,0.1145
302,28,324.363,7,0.3933,0.0113
348,198,13.712,9,0.9753,0.8953
435,95,69.219,20,0.5041,0.3774
663,51,714.163,19,0.5881,0.028
779,73,30.729,11,0.4002,0.2946
672,169,251.583,14,0.9627,0.4096
930,142,497.449,6,0.3109,0.0
961,35,306.166,2,0.3066,0.0318
705,199,707.527,15,0.584,0.0533
371,27,24.055,10,0.3847,0.3133
600,56,629.745,19,0.4362,0.0
426,146,97.449,6,0.5013,0.1431
630,106,147.869,5,0.6284,0.084
813,90,380.615,16,0.923,0.308
370,186,627.512,11,0.5956,0.0409
506,159,298.431,3,0.8524,0.0
46,193,211.726,13,0.9725,0.4753
737,57,289.503,18,0.8908,0.4319
490,171,68.38,13,0.8972,0.6691
460,43,603.61,15,0.8594,0.1179
533,162,658.997,4,0.3802,0.0321
216,110,486.72,12,0.4196,0.0449
598,120,320.44,14,0.492,0.049
746,24,442.381,12,0.7723,0.0815
350,176,397.568,19,0.5933,0.1222
132,56,37.594,20,0.6518,0.4967
387,120,284.286,11,0.8689,0.2947
199,34,473.088,18,0.3231,0.0289
374,186,610.491,2,0.906,0.0
627,65,258.781,19,0.695,0.2732
114,153,589.966,3,0.714,0.0006
748,154,545.101,17,0.4963,0.043
225,111,669.139,9,0.4154,0.052
895,25,712.396,8,0.7004,0.0
733,56,30.526,17,0.8896,0.8238
273,123,315.26,4,0.829,0.0042
564,108,557.077,12,0.8598,0.0866
111,117,592.768,6,0.5362,0.0476
100,50,60.114,6,0.7401,0.4899
957,108,436.942,20,0.6957,0.2058
803,18,646.937,4,0.3622,0.0
155,97,163.869,20,0.6773,0.4328
283,19,250.425,1,0.3011,0.0012
198,133,284.593,5,0.8148,0.0515
396,114,284.37,8,0.9223,0.1818
292,171,404.648,5,0.9214,0.0098
329,93,44.25,6,0.5267,0.3073
530,33,561.127,14,0.7274,0.0595
190,48,88.91,2,0.8223,0.08
883,163,585.681,12,0.7483,0.0507
728,192,12.799,9,0.3096,0.2635
761,13,566.765,12,0.6673,0.0
170,136,256.115,7,0.6604,0.0753
709,97,472.39,19,0.8666,0.2511
837,52,129.414,7,0.8628,0.367
176,103,386.878,12,0.7612,0.1858
752,188,215.711,9,0.4085,0.0144
358,40,3.324,12,0.6917,0.6788
788,168,522.239,8,0.9202,0.0389
479,18,94.881,14,0.414,0.1961
803,145,676.617,5,0.9002,0.0
148,15,391.71,11,0.358,0.0093
390,13,1.705,18,0.9743,0.9476
274,8,680.372,12,0.9755,0.1283
249,161,96.038,5,0.9888,0.4483
309,115,600.521,15,0.5385,0.0
383,139,237.415,7,0.8975,0.1952
128,32,409.221,19,0.5403,0.1054
708,185,601.804,17,0.3707,0.0
551,162,36.589,19,0.6018,0.5259
830,98,489.802,17,0.8615,0.2194
706,180,107.405,14,0.3171,0.1697
150,29,515.947,14,0.6087,0.0216
70,59,116.127,6,0.722,0.2455
423,10,16.288,8,0.8709,0.761
482,33,112.338,18,0.4746,0.2659
241,169,450.718,13,0.3768,0.0
783,82,709.73,14,0.4419,0.0402
582,130,698.503,5,0.7286,0.0325
748,177,537.025,8,0.7326,0.0442
110,153,593.786,6,0.552,0.0
816,80,629.317,13,0.6622,0.0107
207,70,380.651,11,0.5611,0.0435
449,22,164.979,9,0.3635,0.0913
440,166,476.158,16,0.363,0.0372
821,197,102.376,17,0.6558,0.5089
277,101,599.383,19,0.9508,0.2308
241,100,296.999,7,0.6063,0.0327
340,170,192.241,10,0.6653,0.2177
361,69,607.368,9,0.866,0.0323
182,82,80.503,19,0.6815,0.5246
177,179,701.888,16,0.3381,0.0
232,76,684.321,19,0.5633,0.0177
468,186,438.523,5,0.3156,0.0578
344,33,512.876,11,0.9437,0.107
393,100,27.229,12,0.9858,0.9235
720,98,314.981,9,0.4564,0.0
241,62,636.982,9,0.6813,0.0104
910,193,8.79,17,0.3533,0.3064
752,97,209.601,8,0.4547,0.0359
175,176,255.088,9,0.3613,0.037
314,44,486.22,3,0.3028,0.0
184,70,507.632,13,0.7573,0.1364
273,96,47.404,1,0.6054,0.0315
366,113,157.002,15,0.7867,0.457
131,46,594.445,13,0.9788,0.1308
15,63,138.513,20,0.9271,0.6573
439,125,206.661,12,0.3252,0.0178
701,56,117.235,15,0.5862,0.3486
303,152,543.231,19,0.9549,0.2553
861,96,20.003,5,0.9737,0.8137
370,194,217.726,7,0.8065,0.1534
901,48,383.501,11,0.4772,0.0649
236,169,4.832,1,0.6015,0.4345
540,99,686.893,5,0.4975,0.0069
764,18,625.954,10,0.4777,0.0
60,142,466.244,5,0.4811,0.0
931,43,316.455,1,0.7824,0.0
365,28,112.243,15,0.7929,0.5324
498,107,398.844,6,0.6988,0.0
629,158,172.61,1,0.9584,0.0193
643,52,459.553,14,0.8327,0.1725
24,125,105.249,5,0.5943,0.1054
868,3,516.467,10,0.8763,0.0692
624,37,232.83,16,0.4696,0.158
999,151,361.676,7,0.5908,0.0145
472,3,116.934,12,0.3369,0.0698
614,72,184.891,16,0.9405,0.5937
442,102,324.427,15,0.4932,0.1046
890,14,330.161,7,0.372,0.0324
833,196,719.84,8,0.8409,0.0
909,102,241.836,4,0.9614,0.1479
505,68,61.21,4,0.8873,0.4413
792,196,377.675,6,0.5263,0.0018
359,112,232.054,19,0.9984,0.6073
461,136,632.06,20,0.4931,0.0555
761,19,151.81,18,0.4612,0.2543
82,32,616.15,6,0.4405,0.0
711,10,477.944,12,0.3104,0.0
16,103,135.758,8,0.7067,0.2403
581,168,292.075,6,0.8147,0.0264
478,181,354.805,4,0.7259,0.0108
469,115,375.934,20,0.6729,0.2336
495,11,286.21,13,0.749,0.2004
492,126,421.14,15,0.9098,0.2351
408,128,516.195,6,0.516,0.0
452,120,364.699,20,0.6332,0.2154
569,145,433.951,5,0.9319,0.0061
764,112,618.979,4,0.49,0.0
553,141,358.632,12,0.3331,0.0099
643,98,300.027,19,0.533,0.1442
837,31,178.757,16,0.7647,0.3894
990,16,95.017,20,0.3442,0.194
109,182,210.779,12,0.4375,0.0866
713,89,292.735,5,0.6017,0.0028
226,65,550.383,10,0.5626,0.0052
197,59,156.94,10,0.9457,0.431
794,11,505.694,20,0.6708,0.115
69,190,57.365,6,0.9218,0.6056
848,17,114.462,6,0.5801,0.1652
771,44,235.293,9,0.708,0.1325
995,92,338.537,10,0.6953,0.1374
668,72,130.678,12,0.4125,0.1317
873,8,81.106,4,0.3104,0.0022
119,66,407.611,17,0.4882,0.067
890,156,296.925,11,0.3361,0.0203
161,51,299.735,10,0.822,0.1809
315,174,222.068,10,0.8918,0.3149
129,73,267.613,19,0.5385,0.1947
402,3,132.942,16,0.4228,0.2199
749,22,195.185,12,0.4047,0.0513
269,163,390.665,10,0.6565,0.0343
823,82,376.289,5,0.6098,0.0056
607,197,652.315,3,0.9606,0.0212
629,158,599.512,19,0.9353,0.1833
939,7,5.609,19,0.9643,0.9555
432,63,165.815,6,0.757,0.2067
345,145,639.197,6,0.8941,0.0125
995,13,226.965,18,0.8651,0.4854
558,200,344.209,5,0.5086,0.0044
615,34,486.152,14,0.731,0.1082
297,160,391.445,19,0.6544,0.1934
216,169,4.003,19,0.6986,0.6701
170,102,149.122,14,0.6076,0.2593
224,161,72.766,3,0.4746,0.0709
196,177,121.121,18,0.8568,0.6188
747,147,106.532,4,0.4079,0.0737
58,142,448.589,6,0.489,0.0
630,78,293.023,4,0.8709,0.0492
950,59,48.384,2,0.9284,0.2889
766,174,59.708,4,0.9548,0.5029
403,45,684.281,9,0.9679,0.0532
60,83,111.851,1,0.4014,0.0
835,103,183.138,5,0.6777,0.0738
4,79,413.705,4,0.4254,0.0
682,75,135.123,15,0.6405,0.3575
671,120,142.622,14,0.8169,0.4552
192,66,52.727,5,0.9827,0.6053
740,198,706.201,18,0.9782,0.1831
176,36,436.553,2,0.7044,0.0014
226,78,381.651,4,0.5745,0.0
812,170,639.898,10,0.5516,0.0
980,96,428.189,19,0.6827,0.1968
265,142,189.788,6,0.3822,0.0198
922,130,340.29,20,0.5642,0.1674
914,67,344.118,6,0.3935,0.0017
770,149,286.918,13,0.3432,0.0
141,48,542.737,7,0.9726,0.0
300,150,79.417,12,0.5223,0.3096
678,26,115.055,7,0.6311,0.1968
1000,139,268.295,5,0.7872,0.0313
815,23,51.709,9,0.6569,0.4733
421,174,710.931,7,0.9296,0.0051
236,126,357.224,12,0.9367,0.2654
961,9,36.551,10,0.4945,0.347
277,22,437.881,11,0.5999,0.0294
343,38,562.505,3,0.4401,0.0
965,193,293.852,12,0.9518,0.2806
562,118,346.243,15,0.3421,0.0009
265,56,504.582,3,0.8645,0.0341
6,56,168.732,5,0.8817,0.1622
430,6,430.519,2,0.9151,0.0039
987,41,454.465,5,0.755,0.0
433,172,579.441,19,0.6611,0.0785
