response_time_ms,retry_count,incorrect_streak,skip_rate,session_duration_minutes,time_of_day_hour,questions_answered,recent_accuracy,engagement_score,confusion_score
29874,1,2,0.0822,82.01,0,47,0.872,0.9108,0.1794
32078,0,0,0.0298,53.25,20,64,0.835,0.6773,0.2027
54630,0,1,0.0965,56.78,8,81,0.5793,0.5715,0.1798
17538,0,4,0.0307,30.05,10,24,0.5665,0.6107,0.1859
21786,1,0,0.0153,32.42,12,52,0.6349,0.6354,0.1616
18091,0,5,0.0343,53.96,18,66,0.6736,0.7473,0.3134
27545,0,0,0.1305,71.4,4,54,0.7306,0.7825,0.0
29580,1,2,0.1929,63.2,5,19,0.3616,0.7019,0.3613
24360,0,1,0.0247,73.84,0,24,0.6626,0.8642,0.1197
38036,0,3,0.1974,40.51,14,57,0.6711,0.6056,0.4022
17596,1,1,0.0709,41.98,8,70,0.4321,0.567,0.2
36834,0,0,0.0449,79.56,11,21,0.5296,0.8184,0.2139
31462,2,4,0.0553,44.18,12,27,0.398,0.6014,0.4248
24856,0,5,0.0306,80.68,19,62,0.7159,0.8446,0.342
21221,0,3,0.1066,72.88,3,99,0.4908,0.7843,0.2987
54120,3,1,0.154,38.95,5,59,0.4764,0.5194,0.3559
15196,0,0,0.0567,14.14,18,60,0.5494,0.513,0.0392
28575,0,0,0.0435,14.23,10,71,0.3015,0.4647,0.1579
15997,0,3,0.0686,16.33,2,57,0.7429,0.6976,0.2576
46427,3,0,0.1448,79.29,14,52,0.6322,0.7713,0.2793
35642,0,2,0.0358,85.05,4,40,0.5322,0.8247,0.2326
16860,0,4,0.1091,79.47,20,67,0.8044,0.9709,0.1971
31151,0,1,0.0769,83.91,18,32,0.7916,0.7694,0.2631
28092,0,2,0.1201,71.11,16,42,0.721,0.6911,0.1794
18801,0,0,0.0267,75.27,20,25,0.7021,0.7608,0.1079
34098,0,1,0.142,20.8,5,88,0.6798,0.5043,0.0872
29672,0,1,0.0089,26.07,10,26,0.3598,0.545,0.1006
27588,0,2,0.193,39.41,14,73,0.798,0.566,0.2132
24497,0,2,0.1426,14.6,7,85,0.4585,0.3912,0.3389
30173,0,1,0.0269,51.22,2,21,0.6145,0.6238,0.2166
27753,0,0,0.0178,70.72,4,81,0.5188,0.748,0.1465
25709,1,1,0.0647,39.31,15,39,0.7281,0.5042,0.19
17308,0,1,0.1085,87.26,18,82,0.7302,0.8517,0.1235
45325,1,2,0.1322,77.99,9,87,0.7957,0.7179,0.2766
12395,0,0,0.1014,21.75,0,100,0.5245,0.4942,0.0
30132,2,8,0.0632,23.5,21,11,0.695,0.4525,0.7446
21157,1,6,0.0323,27.37,23,50,0.8871,0.5362,0.4268
46115,0,3,0.0806,18.95,0,50,0.5636,0.4928,0.3178
14158,0,1,0.0803,32.23,12,38,0.7316,0.5857,0.0219
16177,0,2,0.0248,21.27,18,99,0.48,0.4802,0.1792
13362,3,1,0.0277,63.34,4,24,0.7349,0.8652,0.3775
28882,0,3,0.1142,58.07,15,99,0.3153,0.6311,0.3447
8523,0,1,0.1582,87.36,20,53,0.6555,0.846,0.1444
19258,0,1,0.0093,57.81,12,26,0.5334,0.7676,0.1459
3000,0,3,0.0394,12.17,20,54,0.647,0.5689,0.2174
27885,0,1,0.013,17.26,1,4,0.6689,0.5951,0.1057
18997,0,3,0.1322,82.95,2,31,0.8556,0.86,0.2553
7143,0,2,0.0664,39.8,9,96,0.9151,0.5691,0.131
38027,0,2,0.0932,28.85,0,44,0.4187,0.4039,0.1782
9308,0,1,0.1117,89.21,6,67,0.8138,0.8024,0.2479
34563,1,3,0.072,41.59,13,23,0.3057,0.5815,0.3369
16588,0,2,0.0073,68.76,9,32,0.5656,0.7823,0.2598
44219,3,4,0.0686,74.66,9,25,0.5235,0.7736,0.6518
33995,0,1,0.1355,17.24,23,13,0.7547,0.4463,0.1091
12903,0,0,0.0064,78.1,10,84,0.6393,0.8892,0.0119
13995,0,0,0.0505,44.09,2,34,0.5932,0.618,0.0802
32266,0,1,0.0248,39.79,5,7,0.715,0.6976,0.1335
21851,2,3,0.1063,55.64,3,12,0.6584,0.6569,0.3452
22968,0,2,0.1262,50.35,8,5,0.6381,0.6525,0.1671
40267,0,2,0.062,68.9,6,51,0.758,0.6954,0.1621
16016,0,0,0.061,68.23,7,100,0.5198,0.7898,0.0368
26096,0,7,0.0841,78.85,15,88,0.8993,0.8619,0.368
36456,1,0,0.1595,33.34,9,96,0.9692,0.4469,0.1271
34709,1,0,0.0291,67.18,12,31,0.4934,0.7405,0.0667
23085,1,3,0.2062,69.85,7,18,0.5232,0.6394,0.2682
21533,0,0,0.0124,44.45,12,15,0.6485,0.6134,0.1288
4134,0,0,0.1446,10.85,15,27,0.6478,0.5367,0.0378
12325,1,1,0.0126,40.87,7,97,0.5869,0.6851,0.2288
28820,0,0,0.149,72.05,0,7,0.9548,0.7568,0.0407
23345,0,2,0.0707,67.59,15,39,0.855,0.7396,0.2622
25899,1,1,0.0697,79.44,14,93,0.4301,0.8556,0.2052
37471,0,0,0.0717,32.91,0,86,0.8754,0.6851,0.0063
10752,0,3,0.0816,12.36,2,52,0.8331,0.4316,0.2461
22166,2,3,0.027,59.81,3,15,0.7749,0.7867,0.3611
27265,2,2,0.0279,83.22,10,87,0.6077,0.942,0.2019
16550,0,6,0.1168,55.66,13,24,0.9226,0.682,0.5237
42178,1,0,0.1302,45.21,7,65,0.5567,0.5688,0.1476
35903,0,0,0.1073,68.71,19,66,0.6432,0.7653,0.1782
28482,1,3,0.0259,52.74,8,87,0.8955,0.7837,0.2647
46531,0,0,0.1245,13.14,7,54,0.7893,0.4433,0.2322
7013,2,6,0.0835,75.01,8,90,0.4165,0.7752,0.4835
24907,1,0,0.088,56.18,23,75,0.3421,0.617,0.0556
29396,0,0,0.0206,30.9,6,64,0.5287,0.6321,0.2376
14025,0,1,0.1146,37.7,3,62,0.6439,0.5649,0.1533
28609,0,0,0.0488,16.22,19,93,0.8855,0.5899,0.1315
11721,0,2,0.0498,21.69,15,7,0.9594,0.6844,0.0239
33287,0,3,0.0292,67.38,4,1,0.6966,0.8199,0.3824
37694,0,1,0.0668,28.4,16,34,0.496,0.5261,0.2234
28268,0,1,0.0115,69.44,1,44,0.6014,0.8251,0.2424
3000,0,2,0.0987,30.48,13,28,0.5087,0.5664,0.0991
13398,0,1,0.0302,33.99,13,88,0.6275,0.5945,0.1321
31777,0,1,0.0435,48.2,9,20,0.7795,0.6828,0.1813
25254,0,1,0.122,60.48,11,54,0.7981,0.6522,0.1004
3000,0,4,0.0226,52.85,1,90,0.837,0.7733,0.1843
39914,0,0,0.0695,38.46,0,31,0.439,0.4586,0.0747
26640,0,2,0.1113,58.31,17,2,0.815,0.6801,0.1877
15171,0,1,0.0685,39.36,10,84,0.5659,0.7583,0.0791
36939,0,0,0.0891,67.36,9,19,0.7968,0.694,0.1819
16870,0,0,0.0874,65.76,21,49,0.5323,0.8009,0.1263
16739,3,1,0.0516,15.8,20,30,0.6183,0.4966,0.2276
29300,2,0,0.0231,48.11,22,19,0.5164,0.6456,0.2108
46372,0,1,0.1505,13.33,6,78,0.6184,0.371,0.297
44483,0,5,0.1362,36.31,17,96,0.836,0.5451,0.4439
29317,0,3,0.0775,29.53,3,22,0.8486,0.5351,0.2487
30549,0,0,0.0909,62.5,22,55,0.6625,0.7226,0.0
34498,1,0,0.0634,12.69,5,54,0.5388,0.3993,0.3207
9916,0,1,0.0473,54.62,23,16,0.5125,0.6913,0.1842
32730,0,0,0.0673,78.13,19,26,0.6382,0.8668,0.1604
16191,2,0,0.1533,76.55,14,20,0.6834,0.7481,0.2212
28822,0,0,0.0957,20.03,23,2,0.6049,0.422,0.0934
22270,0,7,0.0162,38.15,0,79,0.9713,0.6735,0.3849
31014,1,7,0.1277,29.7,12,29,0.3837,0.4419,0.5442
26417,0,0,0.0401,32.32,15,95,0.5602,0.5769,0.0
3000,2,0,0.0841,21.52,15,81,0.8176,0.5538,0.0109
27147,0,4,0.0607,72.22,12,67,0.5545,0.786,0.2856
32706,1,3,0.1174,87.89,12,13,0.8241,0.9826,0.3057
30351,0,3,0.0603,13.28,19,59,0.7602,0.4307,0.2186
23769,0,2,0.0857,30.55,2,4,0.5354,0.557,0.238
44706,0,1,0.0171,65.72,18,90,0.8423,0.7047,0.1514
28736,0,0,0.082,74.39,21,77,0.4617,0.7383,0.0265
30252,0,5,0.1428,54.6,20,14,0.4368,0.6224,0.4865
37534,0,5,0.0573,78.41,12,84,0.6271,0.7622,0.4747
29351,2,1,0.0621,68.84,14,15,0.7766,0.8343,0.3026
14224,2,0,0.1611,36.6,1,96,0.5097,0.577,0.3309
3000,1,1,0.1169,14.64,7,96,0.7721,0.4841,0.1656
19275,1,7,0.0689,36.89,0,7,0.6882,0.6006,0.5151
34131,0,1,0.0403,37.17,0,2,0.7163,0.611,0.2767
20763,0,4,0.137,79.48,20,93,0.4542,0.7348,0.3337
34614,0,2,0.0658,84.61,3,8,0.9287,0.8828,0.1359
26785,0,1,0.0472,26.17,12,77,0.5665,0.6536,0.0229
40457,0,3,0.0466,47.92,19,49,0.6296,0.6225,0.3871
21457,0,6,0.2059,37.44,2,87,0.549,0.5208,0.5657
30611,0,3,0.0246,58.39,10,52,0.6718,0.6649,0.1389
31071,0,6,0.11,85.8,14,1,0.6973,0.9157,0.4001
43019,0,1,0.1599,40.56,7,31,0.6689,0.5267,0.2155
4520,1,0,0.1,49.21,16,4,0.8362,0.6778,0.0
19499,0,0,0.1548,50.5,6,62,0.5151,0.7269,0.0349
35182,0,0,0.1201,14.33,17,68,0.7955,0.4842,0.1058
43551,1,3,0.1611,49.18,21,95,0.1955,0.5314,0.4336
27881,0,0,0.0804,66.37,15,44,0.6805,0.6905,0.0596
21488,0,0,0.1354,59.51,17,79,0.8531,0.6649,0.0334
34085,1,5,0.0113,71.22,19,79,0.8233,0.8464,0.4013
35424,1,5,0.1241,51.43,21,50,0.7275,0.6441,0.4986
20684,0,0,0.0308,46.09,16,78,0.6166,0.739,0.1175
28964,0,2,0.0267,74.87,23,43,0.1986,0.7989,0.2781
39166,1,1,0.1764,83.47,15,46,0.7058,0.6731,0.1596
47686,0,0,0.0881,25.15,13,71,0.6295,0.468,0.1762
33911,0,1,0.0481,45.6,9,66,0.6962,0.7262,0.1269
25530,0,2,0.1144,21.13,8,42,0.6122,0.3926,0.0914
24351,0,5,0.0583,61.09,9,61,0.6418,0.7896,0.4776
31689,0,2,0.0378,78.36,12,54,0.4943,0.8041,0.2351
23612,1,4,0.0348,50.76,5,14,0.8013,0.6598,0.4135
27276,0,0,0.0142,63.85,9,26,0.2853,0.7579,0.1947
12305,0,0,0.0401,17.0,4,73,0.3012,0.5377,0.057
40565,0,4,0.0961,62.86,13,91,0.7485,0.7387,0.1991
11318,1,1,0.1116,27.95,12,31,0.1017,0.5796,0.1968
19815,0,0,0.0042,35.17,17,94,0.6007,0.5634,0.2016
26171,0,4,0.0296,81.16,8,53,0.4269,0.8774,0.3286
48892,0,0,0.0572,27.11,1,73,0.7607,0.3865,0.1598
19928,1,2,0.0914,78.03,11,89,0.5965,0.8268,0.2403
17008,0,1,0.0462,25.52,19,46,0.6981,0.569,0.2244
18390,0,0,0.1248,13.0,12,5,0.8389,0.612,0.0381
44907,0,7,0.0161,63.96,2,30,0.7079,0.7417,0.5171
3000,0,2,0.0718,59.33,5,48,0.2211,0.7216,0.0483
12967,2,5,0.0675,32.05,10,54,0.8089,0.6598,0.4629
57775,2,1,0.0784,71.19,1,40,0.5155,0.6757,0.3735
32091,0,4,0.173,76.45,3,1,0.5547,0.7346,0.321
11728,0,0,0.1074,52.58,7,62,0.5964,0.7689,0.0
24497,0,1,0.0382,69.16,12,35,0.5224,0.7495,0.2134
25809,0,1,0.0842,72.33,10,54,0.3769,0.8642,0.2075
35154,0,1,0.1386,23.41,10,16,0.8436,0.4641,0.1688
47074,0,1,0.1133,18.87,23,32,0.471,0.4356,0.1083
29663,0,0,0.117,64.64,17,69,0.9421,0.724,0.0948
18523,0,2,0.0703,44.17,2,27,0.8005,0.6538,0.1092
34445,0,0,0.0454,36.26,0,53,0.7547,0.6071,0.116
16621,0,0,0.0554,58.73,3,76,0.8275,0.7639,0.067
12600,2,2,0.0442,32.91,15,97,0.7891,0.7105,0.1661
3881,0,6,0.0229,28.19,14,47,0.8914,0.7128,0.365
6218,0,4,0.1299,71.89,12,95,0.6065,0.9059,0.2851
14243,0,0,0.0319,43.18,14,38,0.964,0.761,0.0426
10867,1,8,0.0313,31.23,1,63,0.7074,0.5842,0.4982
28759,1,0,0.1043,21.82,23,20,0.6138,0.4764,0.1007
10607,0,0,0.0358,63.9,9,3,0.5442,0.788,0.0577
3000,1,0,0.0341,20.74,3,87,0.386,0.5224,0.0
12473,0,1,0.2068,64.24,19,62,0.438,0.6598,0.2248
19338,0,5,0.1273,70.33,3,98,0.7199,0.7299,0.4351
17735,0,4,0.089,81.63,6,21,0.367,0.8211,0.2307
43234,0,1,0.1015,62.59,21,100,0.2904,0.7235,0.1708
17637,1,1,0.1194,16.45,19,44,0.3889,0.4756,0.2909
35571,0,0,0.0203,54.54,10,14,0.5421,0.6939,0.0315
24772,0,0,0.1406,22.17,13,18,0.4849,0.4851,0.0
24492,0,1,0.0281,89.95,13,72,0.5964,0.8904,0.216
14975,0,0,0.0989,11.39,11,90,0.6582,0.3705,0.0486
24295,1,2,0.1845,50.05,14,52,0.634,0.618,0.3768
15819,0,4,0.1289,20.6,5,67,0.403,0.4877,0.3467
27040,0,0,0.2305,34.44,14,77,0.462,0.4381,0.0559
22165,0,2,0.0365,47.39,17,51,0.7488,0.5992,0.2358
13664,0,1,0.1226,65.04,23,2,0.7984,0.7442,0.0808
36903,0,1,0.1161,23.93,2,52,0.5438,0.4152,0.2978
30122,0,0,0.127,22.91,0,86,0.4904,0.4298,0.0515
19623,1,2,0.1937,50.5,10,10,0.7589,0.6357,0.1677
26746,2,2,0.029,50.65,16,6,0.7322,0.7293,0.3542
23994,0,0,0.0876,18.91,11,16,0.7442,0.5285,0.1905
14589,1,1,0.099,19.61,10,68,0.5472,0.5255,0.2281
25846,1,4,0.026,29.86,16,42,0.418,0.6546,0.4259
17548,1,1,0.0272,10.84,5,92,0.4832,0.4197,0.1048
13661,0,7,0.127,50.17,6,72,0.8737,0.7189,0.4413
5527,0,6,0.1727,27.9,2,67,0.6138,0.5344,0.4276
20697,0,6,0.0091,80.86,15,97,0.4995,0.9029,0.4819
31804,2,0,0.0529,71.76,10,80,0.567,0.7588,0.2721
16664,2,5,0.0791,72.14,20,42,0.4064,0.6877,0.4634
55249,0,2,0.0264,64.07,19,27,0.941,0.6439,0.074
35628,2,0,0.1008,62.67,8,12,0.7709,0.6229,0.2122
40652,0,2,0.1101,62.61,2,22,0.4598,0.6218,0.1797
34543,0,3,0.0496,27.61,4,9,0.6195,0.6274,0.2313
47234,1,1,0.0218,25.81,18,97,0.8855,0.5087,0.25
15556,0,3,0.0126,24.76,15,92,0.6372,0.6339,0.2082
3000,1,4,0.0499,10.49,17,79,0.816,0.5866,0.3281
19646,0,1,0.0446,72.16,23,32,0.7705,0.8238,0.0
31699,3,2,0.1723,15.1,13,91,0.9107,0.4302,0.5698
26818,0,3,0.0559,33.86,1,8,0.6893,0.7118,0.1588
28306,0,0,0.0618,76.75,8,45,0.4512,0.7665,0.0
40851,0,4,0.0857,66.57,13,80,0.1122,0.6513,0.3077
29585,0,0,0.0663,46.9,11,71,0.9433,0.62,0.0636
34587,0,2,0.0351,10.61,10,37,0.3348,0.4349,0.1937
13725,0,0,0.1288,34.13,7,86,0.7825,0.6156,0.0656
11855,0,6,0.0714,79.99,5,83,0.6133,0.775,0.4106
44369,0,7,0.0965,16.23,15,77,0.9139,0.4637,0.4764
26211,2,0,0.0339,56.42,19,98,0.6183,0.7702,0.2048
17521,0,2,0.0469,69.97,10,88,0.614,0.8108,0.1649
17543,0,0,0.0906,88.95,8,15,0.7276,0.9181,0.1549
17211,0,6,0.1555,86.66,23,32,0.6957,0.8913,0.4792
16492,1,7,0.1038,14.52,20,44,0.3435,0.4719,0.5361
9602,0,1,0.2003,25.61,5,85,0.6649,0.4763,0.0
6995,0,1,0.0223,52.07,23,9,0.6829,0.7194,0.2316
22660,0,2,0.1055,79.9,20,13,0.7695,0.7742,0.182
17885,0,3,0.1729,81.42,18,42,0.4691,0.8565,0.3021
38286,0,6,0.0412,55.73,18,13,0.6112,0.7295,0.4673
28517,0,1,0.0277,25.77,20,25,0.5565,0.45,0.1954
28184,1,1,0.1015,86.38,3,60,0.7812,0.7983,0.1673
16083,1,1,0.0329,17.58,14,25,0.4354,0.4475,0.2264
23548,1,0,0.0462,60.54,15,42,0.8966,0.7524,0.1438
29332,0,0,0.1733,17.4,9,76,0.7635,0.3785,0.1106
33594,1,4,0.0096,84.74,23,89,0.7945,0.8086,0.3488
23873,0,1,0.0169,39.74,0,48,0.5168,0.6451,0.1882
37949,2,2,0.0718,60.97,21,41,0.6344,0.6883,0.2381
25096,0,3,0.0396,85.06,17,93,0.6332,0.7685,0.2074
34514,0,1,0.0469,80.1,0,4,0.8895,0.9216,0.1481
19122,0,1,0.1002,19.49,19,21,0.7011,0.419,0.0907
3249,0,7,0.1707,77.65,7,42,0.2232,0.7958,0.442
28220,0,4,0.0449,50.55,5,16,0.8059,0.7938,0.3367
33704,2,3,0.0683,22.43,2,15,0.7176,0.4808,0.4365
31904,0,0,0.1019,55.24,23,90,0.4969,0.6007,0.0149
30066,1,0,0.0528,16.46,10,67,0.8285,0.5924,0.1224
20817,0,6,0.1078,38.53,18,51,0.5147,0.6171,0.431
15319,0,1,0.0028,24.13,9,69,0.5579,0.592,0.1452
31621,0,0,0.1827,76.33,21,9,0.6905,0.738,0.0076
30117,0,4,0.1225,41.0,7,86,0.578,0.6177,0.363
18269,0,0,0.1497,65.71,10,40,0.7933,0.7169,0.0126
38313,0,1,0.0332,35.29,3,3,0.5742,0.6048,0.1716
14406,1,1,0.1693,43.89,10,13,0.4083,0.6621,0.277
17998,0,0,0.1021,82.89,8,62,0.7703,0.8745,0.1402
44637,0,3,0.0789,55.13,6,37,0.6173,0.5639,0.3659
35423,0,0,0.0722,52.98,0,46,0.4412,0.6321,0.0936
20704,2,0,0.1644,71.93,22,64,0.7197,0.8353,0.1468
28449,0,1,0.112,66.09,0,37,0.6329,0.663,0.1091
26858,0,7,0.0644,53.99,11,39,0.8884,0.5812,0.4091
3000,2,0,0.0577,21.72,10,8,0.5908,0.4671,0.322
14122,0,4,0.1135,37.06,17,81,0.5871,0.5801,0.2705
24390,2,7,0.0149,37.22,0,69,0.6423,0.7,0.5609
20721,3,0,0.052,77.16,7,45,0.5184,0.9045,0.2187
27965,0,0,0.0674,11.19,9,20,0.7173,0.5186,0.0754
38554,0,0,0.0218,77.84,1,7,0.5105,0.7659,0.0407
21142,3,2,0.0591,61.43,16,64,0.5944,0.7458,0.3983
12308,0,6,0.0985,75.9,10,39,0.7986,0.8467,0.4031
28898,0,4,0.0728,73.82,8,71,0.7149,0.7545,0.3306
21081,0,2,0.0088,75.96,8,3,0.7252,0.8086,0.192
23127,1,6,0.1135,50.74,20,22,0.5899,0.7051,0.4552
21499,0,1,0.1167,75.77,20,8,0.8606,0.705,0.1063
51902,1,7,0.2146,64.93,14,48,0.8191,0.6053,0.5847
3000,0,0,0.1753,25.32,10,19,0.6766,0.4447,0.0946
20340,0,4,0.2102,19.6,2,97,0.5827,0.4109,0.3702
24956,1,0,0.0698,58.98,3,10,0.3519,0.7326,0.1097
15626,0,0,0.1033,13.99,15,49,0.4787,0.5111,0.1916
35798,2,1,0.0783,42.48,3,72,0.729,0.6327,0.4032
34759,0,3,0.0261,26.88,5,39,0.831,0.5906,0.3234
24427,0,0,0.1096,64.49,20,62,0.601,0.6922,0.0062
21752,0,3,0.0901,31.86,12,71,0.7109,0.5543,0.2429
23657,1,6,0.0306,33.54,2,34,0.6674,0.624,0.4828
23743,1,0,0.0209,40.31,13,87,0.5543,0.5619,0.1883
24060,2,0,0.0315,67.58,16,63,0.6945,0.8233,0.1451
22744,0,4,0.093,33.45,7,79,0.5381,0.6667,0.2331
28029,2,0,0.1429,89.93,13,68,0.6601,0.798,0.2123
34039,0,0,0.0501,38.1,8,50,0.9551,0.5929,0.1477
10237,2,1,0.0039,59.94,19,13,0.8045,0.7947,0.3362
12392,1,2,0.1656,68.61,14,83,0.7903,0.7176,0.1135
4018,0,0,0.0679,80.14,9,59,0.7205,0.9231,0.1326
35397,0,1,0.0065,50.62,0,50,0.3354,0.6691,0.1641
28004,3,0,0.052,29.36,5,84,0.7056,0.5288,0.2537
31063,0,0,0.1416,73.0,17,30,0.7012,0.7461,0.0953
7846,1,0,0.0809,29.83,19,21,0.7569,0.5225,0.0103
46419,0,1,0.0262,14.96,9,71,0.9013,0.4959,0.1093
17694,0,0,0.1484,53.92,3,100,0.7819,0.6426,0.0
27018,0,2,0.144,43.26,20,89,0.8318,0.5141,0.2467
35253,0,2,0.0294,32.01,11,48,0.5496,0.5343,0.2344
13156,0,2,0.1268,53.63,19,66,0.5954,0.6331,0.1876
18444,1,0,0.1017,49.82,2,42,0.4846,0.7095,0.1104
27150,0,5,0.2236,49.49,15,8,0.7468,0.577,0.2983
59290,0,4,0.0203,20.25,13,90,0.6541,0.3587,0.3938
28613,0,1,0.0575,79.36,13,90,0.3818,0.7581,0.1476
44276,0,1,0.0944,59.02,19,64,0.9389,0.6788,0.0725
39468,0,1,0.1521,41.54,0,9,0.8045,0.659,0.2342
29416,1,1,0.0253,73.16,17,33,0.5776,0.8441,0.1024
13130,1,1,0.0906,39.77,6,26,0.603,0.56,0.1943
37717,0,1,0.0407,84.96,10,4,0.4812,0.8023,0.185
7023,0,2,0.0394,19.41,1,91,0.2541,0.5268,0.246
44211,0,1,0.1077,87.35,20,86,0.6179,0.7345,0.2038
27400,3,0,0.0552,61.35,7,56,0.9371,0.7294,0.1818
3000,0,2,0.0411,19.9,8,74,0.4011,0.6858,0.0904
20914,1,0,0.1445,37.84,15,14,0.7,0.6722,0.0886
32847,1,0,0.0459,82.8,16,60,0.3609,0.8618,0.1221
22156,2,1,0.0078,42.16,4,90,0.8225,0.5869,0.2455
33580,1,2,0.0835,88.03,14,88,0.7777,0.7878,0.165
14800,0,0,0.0518,47.56,12,3,0.695,0.62,0.0
9328,0,7,0.0792,87.81,13,11,0.6816,0.9586,0.3908
24143,0,5,0.0576,13.32,6,35,0.7842,0.4895,0.3849
25379,0,0,0.0697,78.94,11,49,0.7114,0.8159,0.1599
20819,3,5,0.0934,19.15,11,24,0.8013,0.5263,0.5472
39727,0,0,0.1076,13.18,10,91,0.7928,0.5666,0.2162
14798,0,4,0.1703,77.88,4,32,0.5356,0.7736,0.2862
28758,0,0,0.1084,10.8,13,96,0.3862,0.3426,0.0771
25816,0,1,0.0182,21.07,19,51,0.5899,0.65,0.2137
6319,0,3,0.027,25.65,22,56,0.5846,0.649,0.2755
9172,0,1,0.0653,47.25,5,46,0.4805,0.7629,0.1758
25143,0,0,0.0475,75.21,9,27,0.5442,0.8165,0.0
48774,0,5,0.1836,25.59,12,38,0.8395,0.5176,0.4975
31951,0,1,0.1135,79.28,12,65,0.7746,0.7886,0.2749
4292,0,2,0.1195,77.47,1,19,0.5733,0.791,0.101
3000,0,4,0.1286,20.34,3,55,0.3908,0.355,0.2913
33797,1,1,0.0968,44.2,9,3,0.6614,0.6064,0.2301
23845,0,0,0.0349,75.24,12,17,0.5298,0.8705,0.1483
38695,0,6,0.0951,71.58,9,47,0.8821,0.7756,0.3934
14431,2,0,0.1166,61.21,4,97,0.4985,0.8103,0.1632
29203,0,2,0.0861,29.65,13,15,0.4227,0.4882,0.2426
35154,1,1,0.0825,80.09,10,73,0.7274,0.871,0.2331
19630,1,0,0.047,49.18,18,81,0.4722,0.6961,0.1482
19887,0,0,0.1437,21.35,6,69,0.3898,0.4501,0.0819
25303,0,4,0.1066,12.68,19,21,0.5798,0.4564,0.3716
31512,0,3,0.1416,41.26,11,96,0.6548,0.5768,0.3275
24828,0,1,0.1433,61.99,21,37,0.9051,0.7211,0.1563
36688,0,4,0.0603,44.79,10,5,0.4096,0.555,0.3655
19457,1,1,0.0284,29.27,5,75,0.5734,0.5759,0.3207
9059,0,7,0.0693,87.98,16,71,0.6965,0.9906,0.3525
48724,0,0,0.0704,26.15,4,83,0.7445,0.4291,0.1108
17744,0,6,0.1069,28.08,18,77,0.7674,0.5975,0.4246
18179,1,6,0.0273,66.5,3,58,0.7455,0.8123,0.4669
24210,0,6,0.0436,73.03,1,27,0.6916,0.8223,0.3947
25806,0,0,0.0399,24.72,11,44,0.7501,0.5035,0.1288
20360,0,1,0.0178,60.86,21,10,0.6436,0.7464,0.0756
24791,0,3,0.1672,41.37,10,76,0.6123,0.6548,0.3066
24523,1,1,0.0464,16.52,7,85,0.7984,0.5418,0.1536
27098,1,4,0.1501,19.54,4,29,0.8275,0.4713,0.2743
3000,0,1,0.0284,10.46,23,8,0.4713,0.5637,0.0
47571,2,0,0.2549,40.79,11,41,0.6581,0.4556,0.2888
23233,1,0,0.1482,29.92,14,88,0.3536,0.4262,0.2874
31967,1,5,0.1275,82.24,16,71,0.6493,0.7647,0.4594
8463,0,1,0.0529,58.25,7,39,0.762,0.7458,0.1308
19348,0,1,0.1203,60.83,2,86,0.4342,0.7056,0.1733
16932,3,4,0.0667,68.7,5,91,0.9284,0.9501,0.3532
42637,0,4,0.0569,62.99,5,60,0.7295,0.6917,0.4432
17970,0,1,0.0579,16.85,16,57,0.7216,0.5494,0.0919
34097,0,0,0.0387,52.68,13,48,0.6759,0.7741,0.121
17195,1,0,0.0719,49.44,4,34,0.7246,0.6788,0.0
19569,0,5,0.0892,43.25,21,74,0.7113,0.6635,0.3056
22053,0,2,0.0703,79.08,5,71,0.8478,0.7577,0.118
40406,0,1,0.0364,11.3,14,39,0.7842,0.5284,0.2681
3000,0,1,0.0049,73.2,18,78,0.4494,0.9621,0.1739
9212,1,3,0.0231,57.06,3,82,0.54,0.8692,0.3139
3000,0,0,0.0957,82.2,20,84,0.6716,0.9598,0.0
11950,1,2,0.0592,88.32,3,50,0.5094,0.9291,0.1985
15261,0,1,0.0866,47.81,6,99,0.7172,0.5455,0.0641
5626,2,1,0.0283,22.08,5,64,0.7663,0.6443,0.1635
16190,2,2,0.2097,89.93,0,14,0.7181,0.7684,0.3764
3000,0,2,0.0956,63.5,6,43,0.5757,0.7003,0.0097
12784,0,1,0.013,36.29,8,57,0.5855,0.6687,0.0939
39405,1,3,0.0212,14.86,3,28,0.3753,0.4299,0.4054
29843,0,1,0.284,80.63,12,36,0.6059,0.6518,0.1086
27250,0,0,0.0983,27.07,2,1,0.2995,0.4713,0.1742
12967,1,1,0.026,83.06,7,16,0.6839,0.9405,0.0518
6567,2,1,0.0467,50.55,21,78,0.3174,0.7556,0.3435
11330,0,5,0.0381,46.71,19,84,0.4624,0.7283,0.3502
24481,0,2,0.1198,47.23,8,46,0.7504,0.5352,0.1466
35418,1,1,0.1657,60.26,18,71,0.8021,0.6362,0.2794
35828,0,4,0.0929,50.96,15,70,0.467,0.616,0.33
32567,2,6,0.0267,24.64,3,33,0.7915,0.5453,0.5336
16149,0,1,0.0908,27.08,2,56,0.8064,0.5072,0.1793
25295,0,2,0.0437,64.87,0,89,0.5775,0.7407,0.3067
21144,0,1,0.046,43.72,22,92,0.7968,0.6746,0.0777
22586,0,1,0.0702,37.85,15,11,0.9362,0.5737,0.0976
49446,0,2,0.1284,23.06,15,16,0.7452,0.4701,0.2544
3856,0,0,0.0464,46.68,20,8,0.5581,0.7363,0.0295
22184,0,4,0.0663,65.13,5,67,0.6902,0.6924,0.3052
